id,text,condition,domain,source_id,source_file
hi_eng_s_e_s_n:117_code_switched,"मुझे यह वास्तव में दुखद लगता है कि लोग एल्सा बोइस को नफरत भरे संदेश भेजते हैं, ये साइबरबुलिंग है। शो के एक प्रशंसक के रूप में, मुझे लगता है कि हमें प्रतिभागियों का समर्थन करना चाहिए और याद रखना चाहिए कि हमें हमेशा दयालु रहना है, भले ही हम उनकी पसंद से सहमत न हों। यह देखना पागल है कि सोशल मीडिया कितना toxic हो सकता है, खासकर जब लोग स्क्रीन के पीछे छिप जाते हैं।",code_switched,entertainment,hi_eng_s_e_s_n:117,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:118_english,"I watched Charlotte Marie's documentary last night, and honestly, I couldn't hold back my tears. It was so upsetting to see how Alzheimer's disease can impact the lives of families, especially when the caregivers feel so powerless. As a 30-year-old woman, this kind of film makes me think about the importance of supporting our loved ones, and it made me appreciate my own family even more.",english,entertainment,hi_eng_s_e_s_n:118,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:118_target_language,"मैंने कल रात शार्लट मैरी की डॉक्यूमेंट्री देखी, और ईमानदारी से, मैं अपने आंसुओं को रोक नहीं सका। यह देखना बहुत परेशान करने वाला था कि अल्जाइमर रोग परिवारों के जीवन को कैसे प्रभावित कर सकता है, खासकर जब देखभाल करने वाले इतना शक्तिहीन महसूस करते हैं। एक 30 वर्षीय महिला के रूप में, इस तरह की फिल्म मुझे अपने प्रियजनों का समर्थन करने के महत्व के बारे में सोचने पर मजबूर करती है, और इसने मुझे अपने परिवार की और भी अधिक सराहना करने के लिए प्रेरित किया।",target_language,entertainment,hi_eng_s_e_s_n:118,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:118_code_switched,"मैंने कल रात Charlotte मैरी की डॉक्यूमेंट्री देखी, और honestly, मैं अपने आंसुओं को रोक नहीं सका; यह देखना बहुत परेशान करने वाला था कि अल्जाइमर रोग परिवारों के जीवन को कैसे प्रभावित कर सकता है, especially when caregivers feel so powerless. एक 30 वर्षीय महिला के रूप में, इस तरह की फिल्म मुझे अपने प्रियजनों का समर्थन करने के महत्व के बारे में सोचने पर मजबूर करती है, और इसने मुझे अपने परिवार की और भी अधिक सराहना करने के लिए प्रेरित किया।",code_switched,entertainment,hi_eng_s_e_s_n:118,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:119_english,"In the future, he will probably watch less television because he wants to try something new in the field of entertainment.",english,entertainment,hi_eng_s_e_s_n:119,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:119_target_language,भविष्य में वह शायद कम टेलीविजन देखेंगे क्योंकि वह मनोरंजन के क्षेत्र में कुछ नया करने की कोशिश करना चाहते हैं।,target_language,entertainment,hi_eng_s_e_s_n:119,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:119_code_switched,भविष्य में वह शायद कम टेलीविजन देखेंगे क्योंकि वह मनोरंजन के क्षेत्र में something नया करने की कोशिश करना चाहते हैं।,code_switched,entertainment,hi_eng_s_e_s_n:119,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:120_english,"I was watching a movie, and it was so amazing! I met friends last night, and let me tell you, we had the best time! We visited the museum, and the art was simply breathtaking. I went to a concert last week, and wow, the energy was incredible!",english,entertainment,hi_eng_s_e_s_n:120,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:120_target_language,"मैं एक फिल्म देख रहा था, और यह बहुत अद्भुत था! मैं कल रात दोस्तों से मिला, और आपको बता दूं, हमारे पास सबसे अच्छा समय था! हम संग्रहालय गए, और कला बस लुभावनी थी। मैं पिछले सप्ताह एक संगीत कार्यक्रम में गया था, और वाह, ऊर्जा अविश्वसनीय थी!",target_language,entertainment,hi_eng_s_e_s_n:120,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:120_code_switched,"मैं एक फिल्म देख रहा था और यह really amazing थी! मैं कल रात दोस्तों से मिला, और honestly, we had the best time! हम a museum गए, और the art was absolutely breathtaking. मैं पिछले सप्ताह एक संगीत कार्यक्रम में गया था, और wow, the energy was incredible!",code_switched,entertainment,hi_eng_s_e_s_n:120,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:121_english,"She always watched ""Who wants to be my partner?"" with a lot of interest, because this show really parks her imagination. When she talked to her friends about the last episode, she often said that the candidates had original ideas, even if some pitches were a bit over the top. She remembered the first season, where the projects were much more modest, but the passion was still there.",english,entertainment,hi_eng_s_e_s_n:121,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:121_target_language,"वह हमेशा ""कौन मेरा साथी बनना चाहता है?"" को बहुत दिलचस्पी के साथ देखती थी, क्योंकि यह शो वास्तव में उसकी कल्पना को पार्क करता है। जब वह अंतिम एपिसोड के बारे में अपने दोस्तों से बात करती थी, तो वह अक्सर कहती थी कि उम्मीदवारों के पास मूल विचार थे, भले ही कुछ पिचें ऊपर से थोड़ी अधिक हों। उसे पहला सीज़न याद आया, जहां प्रोजेक्ट बहुत अधिक मामूली थे, लेकिन जुनून अभी भी था।",target_language,entertainment,hi_eng_s_e_s_n:121,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:121_code_switched,"वह हमेशा ""कौन मेरा साथी बनना चाहता है?"" को बहुत दिलचस्पी के साथ देखती थी, क्योंकि this show really उसकी कल्पना को पार्क करता है। जब वह अपने दोस्तों के साथ अंतिम एपिसोड के बारे में बात करती थी, तो वह अक्सर कहती थी कि उम्मीदवारों के पास original ideas थे, even if कुछ pitches थोड़े over the top थे। उसे पहला सीज़न याद आया, where projects were much more मामूली, but the passion was still there.",code_switched,entertainment,hi_eng_s_e_s_n:121,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:122_english,"It seems that even Jessica Alba is not spared by this trend, which is kind of of sad for longtime fans. In the entertainment world, breaks are often very publicized, and people always want to know every detail. It's amazing as the privacy of stars can become a topic of global conversation, you know?",english,entertainment,hi_eng_s_e_s_n:122,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:122_target_language,"ऐसा लगता है कि जेसिका अल्बा भी इस प्रवृत्ति से अछूती नहीं हैं, जो लंबे समय से प्रशंसकों के लिए एक तरह से दुखद है। मनोरंजन की दुनिया में, ब्रेक का अक्सर बहुत प्रचार किया जाता है, और लोग हमेशा हर विवरण जानना चाहते हैं। यह आश्चर्यजनक है क्योंकि सितारों की गोपनीयता वैश्विक बातचीत का विषय बन सकती है, आप जानते हैं?",target_language,entertainment,hi_eng_s_e_s_n:122,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:122_code_switched,"ऐसा लगता है कि जेसिका अल्बा भी इस ट्रेंड से अछूती नहीं हैं, which is a little sad for their longtime fans, क्योंकि मनोरंजन की दुनिया में ब्रेक का अक्सर बहुत प्रचार होता है और लोग हमेशा हर डिटेल जानना चाहते हैं, यह surprising है कि stars की प्राइवेसी एक ग्लोबल कन्वर्सेशन का विषय बन सकती है, you know?",code_switched,entertainment,hi_eng_s_e_s_n:122,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:123_english,"Next year, I'll go to the Motocultor Festival to live the incredible atmosphere and listen to the new bands announced. I could want to experience such a vibrant music scene with so many passionate fans!",english,entertainment,hi_eng_s_e_s_n:123,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:123_target_language,"अगले साल, मैं अविश्वसनीय वातावरण को जीने और घोषित किए गए नए बैंडों को सुनने के लिए मोटोकल्टर महोत्सव में जाऊंगा। मैं इतने सारे भावुक प्रशंसकों के साथ इस तरह के जीवंत संगीत दृश्य का अनुभव करना चाहूंगा!",target_language,entertainment,hi_eng_s_e_s_n:123,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:123_code_switched,"अगले साल, I मोटोकल्टर महोत्सव में जाऊंगा to experience a vibrant music scene and hear the new bands that have been announced; I really want to experience this lively music scene with so many passionate fans!",code_switched,entertainment,hi_eng_s_e_s_n:123,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:124_english,"François Cluzet always keeps a special tenderness for his son Paul, even after so many trials, and she believes that's the real strength of a parent—holding on to love despite everything. She often thinks about her history, and sometimes psychological advice is just words, but sometimes a simple gesture means everything.",english,entertainment,hi_eng_s_e_s_n:124,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:124_target_language,"फ्रांस्वा क्लुज़ेट हमेशा अपने बेटे पॉल के लिए एक विशेष कोमलता रखता है, इतने सारे परीक्षणों के बाद भी, और वह मानती है कि हर चीज के बावजूद प्यार करने के लिए एक माता-पिता की वास्तविक ताकत यही है। वह अक्सर अपने इतिहास के बारे में सोचती है, और कभी-कभी मनोवैज्ञानिक सलाह सिर्फ शब्द होती है, लेकिन कभी-कभी एक साधारण इशारा का मतलब सब कुछ होता है।",target_language,entertainment,hi_eng_s_e_s_n:124,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:124_code_switched,"फ्रांस्वा क्लुज़ेट हमेशा अपने बेटे पॉल के लिए एक विशेष कोमलता रखता है, इतने सारे परीक्षणों के बाद भी, and she believes that हर चीज के बावजूद प्यार करने के लिए एक माता-पिता की वास्तविक ताकत यही है; वह अक्सर अपने इतिहास के बारे में सोचती है, but sometimes psychological advice is just words, लेकिन कभी-कभी a simple gesture का मतलब सब कुछ होता है।",code_switched,entertainment,hi_eng_s_e_s_n:124,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:125_english,"She read a book called Fragments of a Love Speech, and she said it changed the way she thinks about love.",english,entertainment,hi_eng_s_e_s_n:125,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:125_target_language,"उसने फ्रेगमेंट्स ऑफ ए लव स्पीच नामक एक पुस्तक पढ़ी, और उसने कहा कि इसने प्यार के बारे में उसके सोचने के तरीके को बदल दिया।",target_language,entertainment,hi_eng_s_e_s_n:125,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:125_code_switched,"उसने फ्रेगमेंट्स ऑफ ए लव स्पीच नामक एक पुस्तक पढ़ी, और उसने कहा कि इसने उसके प्यार के बारे में सोचने के तरीके को changed.",code_switched,entertainment,hi_eng_s_e_s_n:125,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:126_english,"It's amazing how the Miss France universe can be upset in an instant, especially when nobody knows it coming with Cindy Fabre's departure. Fans will surely discuss this announcement for a long time, making jokes or even about the southden exit.",english,entertainment,hi_eng_s_e_s_n:126,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:126_target_language,"यह आश्चर्यजनक है कि कैसे मिस फ्रांस ब्रह्मांड एक पल में परेशान हो सकता है, खासकर जब कोई नहीं जानता कि यह सिंडी फैब्रे के जाने के साथ आ रहा है। प्रशंसक निश्चित रूप से इस घोषणा पर लंबे समय तक चर्चा करेंगे, मजाक करेंगे या यहां तक कि साउथडेन से बाहर निकलने के बारे में भी।",target_language,entertainment,hi_eng_s_e_s_n:126,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:126_code_switched,"यह आश्चर्यजनक है कि कैसे मिस फ्रांस ब्रह्मांड एक पल में परेशान हो सकता है, especially when nobody जानता है कि यह सिंडी फैब्रे के जाने के departure के साथ आ रहा है; प्रशंसक निश्चित रूप से इस घोषणा पर लंबे समय तक चर्चा करेंगे, making jokes या साउथडेन से निकलने के बारे में भी।",code_switched,entertainment,hi_eng_s_e_s_n:126,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:127_english,"I'm going to watch the movie Winter in Sokcho tomorrow night, it's getting a lot of attention lately. I think the young Muslims will find this film very important, especially considering the current situation in France. As a young doctor, I will discuss this film with my friends, maybe we'll share our opinions online.",english,entertainment,hi_eng_s_e_s_n:127,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:127_target_language,"मैं कल रात फिल्म'विंटर इन सोक्को'देखने जा रहा हूं, यह हाल ही में बहुत ध्यान आकर्षित कर रहा है। मुझे लगता है कि युवा मुसलमानों को यह फिल्म बहुत महत्वपूर्ण लगेगी, विशेष रूप से फ्रांस की वर्तमान स्थिति को देखते हुए। एक युवा डॉक्टर के रूप में, मैं अपने दोस्तों के साथ इस फिल्म पर चर्चा करूंगा, शायद हम अपनी राय ऑनलाइन साझा करेंगे।",target_language,entertainment,hi_eng_s_e_s_n:127,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:127_code_switched,"मैं कल रात फिल्म देखने जा रहा हूँ, film 'Winter in Sokcho', यह हाल ही में काफी attention आकर्षित कर रही है। मुझे लगता है कि युवा मुसलमानों को यह film बहुत important लगेगी, especially फ्रांस की वर्तमान स्थिति को देखते हुए। एक युवा डॉक्टर के रूप में, मैं अपने दोस्तों के साथ इस film पर चर्चा करूँगा, और शायद अपनी राय online share करेंगे।",code_switched,entertainment,hi_eng_s_e_s_n:127,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:128_english,"I find it fascinating that the Grévin Museum has chosen to honor a woman in this profession, especially considering how rare it is. It is impressive to see how female figures are beginning to be recognized, and this is just the beginning. As a woman doctor, I feel a certain pride, because it shows progress in our field. The representation in institutions like this one is important, it inspires the next generation of women.",english,entertainment,hi_eng_s_e_s_n:128,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:128_target_language,"मुझे यह दिलचस्प लगता है कि ग्रेविन संग्रहालय ने इस पेशे में एक महिला को सम्मानित करने के लिए चुना है, विशेष रूप से यह देखते हुए कि यह कितना दुर्लभ है। यह देखना प्रभावशाली है कि कैसे महिला आकृतियों को पहचाना जाने लगा है, और यह सिर्फ शुरुआत है। एक महिला डॉक्टर के रूप में, मुझे एक निश्चित गर्व महसूस होता है, क्योंकि यह हमारे क्षेत्र में प्रगति दिखाता है। इस तरह के संस्थानों में प्रतिनिधित्व महत्वपूर्ण है, यह महिलाओं की अगली पीढ़ी को प्रेरित करता है।",target_language,entertainment,hi_eng_s_e_s_n:128,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:128_code_switched,"मुझे यह दिलचस्प लगता है कि ग्रेविन संग्रहालय ने इस पेशे में एक महिला को सम्मानित करने का फैसला किया, especially considering how rare it is। यह देखना प्रभावशाली है कि कैसे महिला आकृतियों को पहचाना जाने लगा है, and it's just the beginning। एक महिला डॉक्टर के रूप में, मुझे एक निश्चित गर्व महसूस होता है, because it shows progress in the field। इस तरह के संस्थानों में प्रतिनिधित्व महत्वपूर्ण है, it the next generation of women को प्रेरित करता है।",code_switched,entertainment,hi_eng_s_e_s_n:128,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:129_english,"I like watching television, especially when there are shows on music. When I see an entertainer as committed as Arthur, I feel really inspired. Sometimes I think that entertainment can really change mentalities, you know? Celebrities who take positions on important topics, it's really cool, and it shows that they have courage.",english,entertainment,hi_eng_s_e_s_n:129,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:129_target_language,"मुझे टेलीविजन देखना पसंद है, खासकर जब संगीत पर कार्यक्रम होते हैं। जब मैं किसी मनोरंजनकर्ता को आर्थर के रूप में प्रतिबद्ध देखता हूं, तो मैं वास्तव में प्रेरित महसूस करता हूं। कभी-कभी मुझे लगता है कि मनोरंजन वास्तव में मानसिकता को बदल सकता है, आप जानते हैं? महत्वपूर्ण विषयों पर स्थिति लेने वाली हस्तियां, यह वास्तव में अच्छा है, और यह दर्शाता है कि उनमें साहस है।",target_language,entertainment,hi_eng_s_e_s_n:129,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:129_code_switched,"मुझे टेलीविजन देखना पसंद है, especially जब संगीत पर कार्यक्रम होते हैं। जब मैं किसी मनोरंजनकर्ता को committed देखता हूँ, तो I feel वास्तव में inspired, कभी-कभी मुझे लगता है कि entertainment वास्तव में मानसिकता को बदल सकता है, you know? महत्वपूर्ण विषयों पर अपनी राय रखने वाली हस्तियां, it’s really cool, और यह दर्शाता है कि उनमें साहस है।",code_switched,entertainment,hi_eng_s_e_s_n:129,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:130_english,"The new association in the audiovisual sector attracts a lot of attention, especially among young professionals who seek to get involved in the sector.",english,entertainment,hi_eng_s_e_s_n:130,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:130_target_language,"दृश्य-श्रव्य क्षेत्र में नया जुड़ाव बहुत ध्यान आकर्षित करता है, विशेष रूप से युवा पेशेवरों के बीच जो इस क्षेत्र में शामिल होना चाहते हैं।",target_language,entertainment,hi_eng_s_e_s_n:130,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:130_code_switched,"दृश्य-श्रव्य क्षेत्र में नया जुड़ाव बहुत ध्यान आकर्षित करता है, especially among young professionals who want to get involved in this field.",code_switched,entertainment,hi_eng_s_e_s_n:130,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:131_english,"At Jordan, he will invite more and more celebrities, I can already imagine the kind of questions he will ask! I heard that the show will continue next week, and honestly, I think the interviews will get even more intense. Jordan will surely shock some guests in the future, it's part of his style, you know? In my opinion, the fans will wait for each episode with impatience, because nobody wants to miss these spy moments.",english,entertainment,hi_eng_s_e_s_n:131,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:131_target_language,"जॉर्डन में, वह अधिक से अधिक हस्तियों को आमंत्रित करेगा, मैं पहले से ही कल्पना कर सकता हूं कि वह किस तरह के सवाल पूछेगा! मैंने सुना है कि शो अगले सप्ताह भी जारी रहेगा, और ईमानदारी से, मुझे लगता है कि साक्षात्कार और भी तीव्र हो जाएंगे। जॉर्डन निश्चित रूप से भविष्य में कुछ मेहमानों को चौंका देगा, यह उसकी शैली का हिस्सा है, आप जानते हैं? मेरी राय में, प्रशंसक प्रत्येक एपिसोड का बेसब्री से इंतजार करेंगे, क्योंकि कोई भी इन जासूसी क्षणों को याद नहीं करना चाहता है।",target_language,entertainment,hi_eng_s_e_s_n:131,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:131_code_switched,"जॉर्डन में, वह और ज़्यादा हस्तियों को आमंत्रित करेगा, I can already imagine किस तरह के सवाल पूछेगा! मैंने सुना है कि शो अगले सप्ताह भी जारी रहेगा, and honestly, मुझे लगता है कि interviews और भी intense हो जाएंगे। जॉर्डन definitely future में कुछ मेहमानों को surprise देगा, it's a part of his style, you know? मेरी राय में, fans हर episode का बेसब्री से इंतज़ार करेंगे, क्योंकि nobody इन जासूसी moments को miss करना चाहेगा।",code_switched,entertainment,hi_eng_s_e_s_n:131,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:132_english,"This year, the royal family is going through a lot of trials, but spending Christmas together will help them feel closed. Kate really wants everyone to be reunited, especially since things have been through late. Spending Christmas with Charles III and Camilla is important to them, because family support matters most right now.",english,entertainment,hi_eng_s_e_s_n:132,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:132_target_language,"इस साल, शाही परिवार बहुत सारी परीक्षाओं से गुजर रहा है, लेकिन एक साथ क्रिसमस बिताने से उन्हें बंद महसूस करने में मदद मिलेगी। केट वास्तव में चाहती है कि हर कोई फिर से मिले, खासकर जब से चीजें देर से हो रही हैं। चार्ल्स III और कैमिला के साथ क्रिसमस बिताना उनके लिए महत्वपूर्ण है, क्योंकि परिवार का समर्थन अभी सबसे अधिक मायने रखता है।",target_language,entertainment,hi_eng_s_e_s_n:132,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:132_code_switched,"इस साल, शाही परिवार बहुत सारी परीक्षाओं से गुजर रहा है, लेकिन spending time together at Christmas will help them feel बेहतर। केट वास्तव में चाहती है कि हर कोई फिर से मिले, especially since things have been running late। चार्ल्स III और कैमिला के साथ क्रिसमस बिताना उनके लिए महत्वपूर्ण है, because family support matters most right now।",code_switched,entertainment,hi_eng_s_e_s_n:132,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:133_english,"She has often told fascinating stories on the backstage of television, especially when she mentioned how intense the pressure was during live broadcasts. When she read Michel Drucker's new book, she felt a deep empty for everything he was through. Her colleagues remembered her reactions to the harassment he experienced, and they all agreed it was a long time for Him.",english,entertainment,hi_eng_s_e_s_n:133,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:133_target_language,"उन्होंने अक्सर टेलीविजन के मंच के पीछे दिलचस्प कहानियाँ सुनाई हैं, विशेष रूप से जब उन्होंने उल्लेख किया कि लाइव प्रसारण के दौरान दबाव कितना तीव्र था। जब उन्होंने मिशेल ड्रकर की नई पुस्तक पढ़ी, तो उन्होंने जो कुछ भी किया उसके लिए उन्हें गहरा खालीपन महसूस हुआ। उनके सहयोगियों ने उनके द्वारा अनुभव किए गए उत्पीड़न पर उनकी प्रतिक्रियाओं को याद किया, और वे सभी सहमत थे कि यह उनके लिए एक लंबा समय था।",target_language,entertainment,hi_eng_s_e_s_n:133,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:133_code_switched,"उन्होंने अक्सर टेलीविजन के मंच के पीछे दिलचस्प कहानियाँ सुनाई हैं, especially when they mentioned how much pressure there was during live broadcasts. जब उन्होंने मिशेल ड्रकर की नई पुस्तक पढ़ी, तो उन्हें हर चीज के लिए एक गहरा खालीपन महसूस हुआ। उनके सहयोगियों ने उनके द्वारा अनुभव किए गए उत्पीड़न पर उनकी प्रतिक्रियाओं को याद किया, और they all agreed कि यह उनके लिए एक लंबा समय था।",code_switched,entertainment,hi_eng_s_e_s_n:133,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:134_english,"Jim and Jasmine make a ball, honestly, they never learn! Leonard takes risks, taking chances like it's a game. Leroy's behavior with Maya... it's suspicious, don't you think?",english,entertainment,hi_eng_s_e_s_n:134,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:134_target_language,"जिम और जैस्मीन एक गेंद बनाते हैं, ईमानदारी से, वे कभी नहीं सीखते! लियोनार्ड जोखिम लेता है, जोखिम लेता है जैसे कि यह एक खेल है। माया के साथ लेरॉय का व्यवहार... यह संदिग्ध है, क्या आपको नहीं लगता?",target_language,entertainment,hi_eng_s_e_s_n:134,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:134_code_switched,"जिम और जैस्मीन एक गेंद बनाते हैं, honestly, वो कभी नहीं सीखते! लियोनार्ड जोखिम लेता है, taking risks like it's a game. माया के साथ लेरॉय का व्यवहार... it's suspicious, don't you think?",code_switched,entertainment,hi_eng_s_e_s_n:134,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:135_english,"Julien Warzee is sitting in a café, but he won't watch the episode of Cauchemar in the kitchen in which he appears this Wednesday. They accompanied us, but it didn't work, and that's okay. At the café of Pont-de-l'Isère, he reflects on the experience without regret. Julien is satisfied, but he chooses not to watch the episode.",english,entertainment,hi_eng_s_e_s_n:135,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:135_target_language,"जूलियन वारज़ी एक कैफे में बैठा है, लेकिन वह इस बुधवार को रसोई में कॉचेमर का एपिसोड नहीं देखेगा जिसमें वह दिखाई देता है। वे हमारे साथ थे, लेकिन यह काम नहीं किया, और यह ठीक है। पोंट-डी-ल'इसेरे के कैफे में, वह बिना किसी अफसोस के अनुभव पर विचार करता है। जूलियन संतुष्ट है, लेकिन वह एपिसोड नहीं देखने का फैसला करता है।",target_language,entertainment,hi_eng_s_e_s_n:135,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:135_code_switched,"जूलियन वारज़ी एक कैफे में बैठा है, but he won't watch the episode of Cauchemar in the kitchen this Wednesday in which he appears; वे हमारे साथ थे, but that didn't work out, and it's okay. पोंट-डी-ल'इसेरे के कैफे में, he reflects on the experience without any regrets. जूलियन संतुष्ट है, but he decides not to watch the episode.",code_switched,entertainment,hi_eng_s_e_s_n:135,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:136_english,"Frankly, this story with Jean-Marc Morandini makes me tired, especially since after almost 10 years, we still don't see the end of the tunnel. Honestly, it feels like a never-ending drama.",english,entertainment,hi_eng_s_e_s_n:136,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:136_target_language,"सच मानिए, जीन-मार्क मोरैंडिनी के साथ यह कहानी मुझे थका देती है, विशेष रूप से क्योंकि लगभग 10 वर्षों के बाद, हम अभी भी सुरंग का अंत नहीं देखते हैं। ईमानदारी से, यह एक कभी न खत्म होने वाले नाटक की तरह लगता है।",target_language,entertainment,hi_eng_s_e_s_n:136,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:136_code_switched,"सच मानिए, जीन-मोरैंडिनी के साथ यह कहानी मुझे थका देती है, खासकर लगभग 10 सालों के बाद भी हम सुरंग का अंत नहीं देख रहे हैं। Honestly, यह एक never-ending नाटक जैसा लग रहा है।",code_switched,entertainment,hi_eng_s_e_s_n:136,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:137_english,"I really admire how she was able to mark the history of cinema, her quick bit is so inspiring! I think that her passage into the late shows will remain unforgettable, especially for young women like me. She always had a unique way to answer the questions, I wish I could be that confidant one day. Even if she wasn't always in the spotlight, her legacy will definitely live on.",english,entertainment,hi_eng_s_e_s_n:137,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:137_target_language,"मैं वास्तव में प्रशंसा करती हूं कि वह सिनेमा के इतिहास को कैसे चिह्नित करने में सक्षम थीं, उनका त्वरित योगदान इतना प्रेरणादायक है! मुझे लगता है कि देर से शो में उनका प्रवेश अविस्मरणीय रहेगा, विशेष रूप से मेरे जैसी युवा महिलाओं के लिए। उनके पास हमेशा प्रश्नों का उत्तर देने का एक अनूठा तरीका था, काश मैं एक दिन इतना विश्वासपात्र हो पाता। भले ही वह हमेशा सुर्खियों में न होतीं, उनकी विरासत निश्चित रूप से जीवित रहेगी।",target_language,entertainment,hi_eng_s_e_s_n:137,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:137_code_switched,"मैं वास्तव में प्रशंसा करती हूँ कि वह सिनेमा के इतिहास को कैसे चिह्नित करने में सक्षम थीं, their quick contribution इतना inspiring था! मुझे लगता है कि देर से show में उनका प्रवेश अविस्मरणीय रहेगा, especially मेरे जैसी युवा महिलाओं के लिए। उनके पास हमेशा प्रश्नों का उत्तर देने का एक अनूठा तरीका था, I wish मैं एक दिन इतना confident हो पाती। भले ही वह हमेशा सुर्खियों में न होतीं, their legacy definitely live on करेगी।",code_switched,entertainment,hi_eng_s_e_s_n:137,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:138_english,"She reads the article carefully, but she finds that the title is clean catchy. The subject of TV channels makes her smile, especially when she remembers old TV shows.",english,entertainment,hi_eng_s_e_s_n:138,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:138_target_language,"वह लेख को ध्यान से पढ़ती है, लेकिन उसे लगता है कि शीर्षक स्पष्ट रूप से आकर्षक है। टी. वी. चैनलों का विषय उसे मुस्कुराता है, खासकर जब वह पुराने टी. वी. कार्यक्रमों को याद करती है।",target_language,entertainment,hi_eng_s_e_s_n:138,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:138_code_switched,"वह लेख को ध्यान से पढ़ती है, लेकिन उसे लगता है कि the title काफी catchy है। टी. वी. चैनलों का विषय उसे मुस्कुराता है, especially जब वह पुराने टी. वी. कार्यक्रमों को याद करती है।",code_switched,entertainment,hi_eng_s_e_s_n:138,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:139_english,"This weekend, I'm going to watch the last movie in the movies with my friends, because everyone says it's amazing.",english,entertainment,hi_eng_s_e_s_n:139,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:139_target_language,"इस सप्ताह के अंत में, मैं अपने दोस्तों के साथ फिल्मों में आखिरी फिल्म देखने जा रहा हूं, क्योंकि हर कोई कहता है कि यह अद्भुत है।",target_language,entertainment,hi_eng_s_e_s_n:139,hi_eng_s_e_s_n.json
hi_eng_s_e_s_n:139_code_switched,"इस सप्ताह के अंत में, मैं अपने दोस्तों के साथ आखिरी फिल्म देखने जा रहा हूँ, क्योंकि everyone says it's amazing.",code_switched,entertainment,hi_eng_s_e_s_n:139,hi_eng_s_e_s_n.json
